PMID,Title,Abstract,Journal,PubDate,status,DOI
35639357,Two-Dimensional MXene-Originated In Situ Nanosonosensitizer Generation for Augmented and Synergistic Sonodynamic Tumor Nanotherapy.,"Despite the merits of high tissue-penetrating depth, no ionizing radiation, and low cost, sonodynamic therapy (SDT) still suffers from a low quantum yield of reactive oxygen species (ROS), limited delivery efficiency, and potential toxicity of sonosensitizers. Different from the direct delivery of sonosensitizers into tumor tissue for SDT, this work reports the fabrication of two-dimensional (2D) nanosonosensitizers/nanocatalysts (Ti3C2/CuO2@BSA) for the in situ generation of nanosonosensitizers by responding to the tumor microenvironment, achieving the high-performance and synergistic sonodynamic/chemodynamic tumor therapy. CuO2 nanoparticle integration on 2D Ti3C2 MXene achieved in situ H2O2 generation in an acidic tumor microenvironment for oxidizing Ti3C2 to produce TiO2 nanosonosensitizers, accompanied by the enhanced separation of electrons (e-) and holes (h+) by the carbon matrix after oxidation, further augmenting the SDT efficacy. Ultrasound irradiation during the sonodynamic process also enhanced the Cu-initiated Fenton-like reaction to produce more ROS for synergizing the sonodynamic tumor therapy. The experimental results confirm and demonstrate the synergistic therapeutic effects of chemodynamic and sonodynamic nanotherapy both in vitro and in vivo. The antitumor mechanisms of synergistic chemodynamic and sonodynamic therapies are associated with the upregulation of oxidative phosphorylation, ROS generation, and apoptosis as demonstrated by RNA sequencing. This work thus provides a distinct paradigm of 2D MXene-originated in situ nanosonosensitizer generation for augmented and synergistic sonodynamic tumor nanotherapy.",ACS nano,2022,downloaded,10.1021/acsnano.2c04630
35577149,Dual nanoenzymes loaded hollow mesoporous organotantalum nanospheres for chemo-radio sensitization.,"Chemo-radiotherapy has been extensively used in clinics, displaying substantial advantages in treatment and prognosis. Stimuli-responsive biodegradable nanoagents that can achieve not only delivery and controlled release of chemotherapeutics, but also hypoxia alleviation to enhance chemoradiotherapy therefore has tremendous potential. Herein, glutathione (GSH)-responsive, biodegradable, doxorubicin-carrying hollow mesoporous organotantalum nanospheres modified with Au and Pt dual nanoenzymes (HMOTP@Pt@Au@Dox) were constructed for chemo-radio sensitization. Degradation of HMOTP@Pt@Au@Dox can be self-activated through GSH stimulation and on-demand release packaged Dox owing to the disulfide bond in the hybrid framework of organotantalum nanospheres. Au and Pt nanoenzymes triggered cascade catalytic reactions that could alleviate hypoxia by utilizing β-d-glucose and H2O2, thereby sensitizing ROS-based chemoradiotherapy with synergistic starving therapy. Given the radiosensitization of high-Z elements (Ta, Pt, Au), nanoenzymes induced cascade catalytic reaction for hypoxia relief, and the depletion of the predominant antioxidant GSH, desirable tumor suppression could be achieved both in vitro and in vivo, indicating that HMOTP@Pt@Au@Dox is a promising nanoagent to boost chemo-radiotherapy.",Journal of controlled release : official journal of the Controlled Release Society,2022,downloaded,10.1016/j.jconrel.2022.05.018
35357810,Sequential Ultrasound-Triggered and Hypoxia-Sensitive Nanoprodrug for Cascade Amplification of Sonochemotherapy.,"Hypoxia, the typical and conspicuous characteristic of most solid tumors, worsens the tumor invasiveness and metastasis. Here, we engineered a sequential ultrasound (US)/hypoxia-sensitive sonochemotherapeutic nanoprodrug by initially synthesizing the hypoxia-activated azo bond-containing camptothecin (CPT) prodrug (CPT2-Azo) and then immobilizing it into the mesopores of sonosensitizer-integrated metal organic frameworks (MOF NPs). Upon entering the hypoxic tumor microenvironment (TME), the structure of CPT2-Azo immobilized MOFs (denoted as MCA) was ruptured and the loaded nontoxic CPT2-Azo prodrug was released from the MOF NPs. Under US actuation, this sonochemotherapeutic nanoprodrug not only promoted sonosensitizer-mediated sonodynamic therapy (SDT) via the conversion of oxygen into cytotoxic reactive oxygen species (ROS) but also aggravated hypoxia in the TME by elevating oxygen consumption. The exacerbated hypoxia in turn served as a positive amplifier to boost the activation of CPT2-Azo, and the controllable release of toxic chemotherapeutic drug (CPT), and compensated the insufficient treatment efficacy of SDT. In vitro and in vivo evaluations confirmed that sequential SDT and tumor hypoxia-activated sonochemotherapy promoted the utmost of tumor hypoxia and thereby contributed to the augmented antitumor efficacy, resulting in conspicuous apoptotic cell death and noteworthy tumor suppression in vivo. Our work provides a distinctive insight into the exploitation of the hypoxia-activated sonochemotherapeutic nanoprodrug that utilizes the hypoxic condition in TME, a side effect of SDT, to initiate chemotherapy, thus causing a significantly augmented treatment outcome compared to conventional SDT.",ACS nano,2022,downloaded,10.1021/acsnano.1c09505.s001
35343677,An Engineered Bacteria-Hybrid Microrobot with the Magnetothermal Bioswitch for Remotely Collective Perception and Imaging-Guided Cancer Treatment.,"Microrobots driven by multiple propelling forces hold great potential for noninvasively targeted delivery in the physiologic environment. However, the remotely collective perception and precise propelling in a low Reynold's number bioenvironment remain the major challenges of microrobots to achieve desired therapeutic effects in vivo. Here, we reported a biohybrid microrobot that integrated with magnetic, thermal, and hypoxia sensitivities and an internal fluorescent protein as the dual reporter of thermal and positioning signals for targeted cancer treatment. There were three key elements in the microrobotic system, including the magnetic nanoparticle (MNP)-loaded probiotic Escherichia coli Nissle1917 (EcN@MNP) for spatially magnetic and hypoxia perception, a thermal-logic circuit engineered into the bacteria to control the biosynthesis of mCherry as the temperature and positioning reporter, and NDH-2 enzyme encoded in the EcN for enhanced anticancer therapy. According to the fluorescent-protein-based imaging feedback, the microrobot showed good thermal sensitivity and active targeting ability to the tumor area in a collective manner under the magnetic field. The cancer cell apoptosis was efficiently triggered in vitro and in vivo by the hybrid microrobot coupled with the effects of magnetothermal ablation and NDH-2-induced reactive oxygen species (ROS) damage. Our study demonstrates that the biohybrid EcN microrobot is an ideal platform to integrate the physical, biological, and chemical properties for collective perception and propelling in targeted cancer treatment.",ACS nano,2022,not_downloaded,10.1021/acsnano.1c11601.s002
35293920,Rational design of ROS-responsive nanocarriers for targeted X-ray-induced photodynamic therapy and cascaded chemotherapy of intracranial glioblastoma.,"Glioblastoma (GBM) is the most lethal primary intracranial tumor because of its high invasiveness and recurrence. Therefore, nanocarriers with blood-brain barrier (BBB) penetration and transcranial-controlled drug release and activation are rather attractive options for glioblastoma treatment. Herein, we designed a multifunctional nanocarrier (T-TKNPVP) that combined targeted X-ray-induced photodynamic therapy (X-PDT) and cascaded reactive oxygen species (ROS)-boosted chemotherapy. The T-TKNPVP loaded with verteporfin (VP) and paclitaxel (PTX) was self-assembled from an angiopep-2 (Ang) peptide, functionalized Ang-PEG-DSPE and ROS-sensitive PEG-TK-PTX conjugate. After systemic injection, the T-TKNPVP efficiently crossed the BBB and targeted the GBM cells via receptor-mediated transcytosis. Upon X-ray irradiation, they can generate a certain amount of ROS, which not only induces X-PDT but also locoregionally activates PTX release and action by cleaving the TK bridged bonds. As evidenced by 9.4 T MRI and other experiments, such nanocarriers offer significant growth inhibition of GBM in situ and prolong the survival times of U87-MG tumor-bearing mice. Taken together, the designed T-TKNPVP provided an alternative avenue for realizing transcranial X-PDT and X-ray-activated chemotherapy for targeted and locoregional GBM treatment in vivo.",Nanoscale,2022,not_downloaded,10.1039/d2nr00436d
35286853,Chemiluminescence resonance energy transfer-based immunostimulatory nanoparticles for sonoimmunotherapy.,"Sonodynamic therapy (SDT) has recently emerged as a promising alternative to photodynamic therapy because of its applicability in treating deeply located tumors accessible by ultrasound (US). However, the therapeutic potential of conventional sonosensitizers is limited by the low quantum yield of reactive oxygen species (ROS) and poor immune responses eliciting canonical apoptosis of cancer cells. Herein, we report chemiluminescence resonance energy transfer (CRET)-based immunostimulatory nanoparticles (iCRET NPs) for sonoimmunotherapy, which not only amplify the ROS quantum yield of sonosensitizers but also generate carbon dioxide (CO2) bubbles to induce immunogenic cell death in the tumor microenvironment (TME). Owing to their CRET phenomena responsive to H2O2 in the TME, iCRET NPs exhibit strong cytotoxicity to cancer cells by producing a large quantity of ROS. Additionally, iCRET NPs effectively induce CO2-mediated immunogenic cell death by rupturing the cancer cell membrane in the presence of US, leading to the release of bare damage-associated molecular patterns, such as HSP 70 and HMGB1. Consequently, when iCRET NPs are combined with anti-PD-1 antibodies, iCRET NPs exhibit synergistic effects in 4T1 tumor-bearing mice, in which antitumor immunity is remarkably amplified to inhibit tumor growth and metastasis.",Biomaterials,2022,downloaded,10.1016/j.biomaterials.2022.121466
35156370,Nano-ultrasonic Contrast Agent for Chemoimmunotherapy of Breast Cancer by Immune Metabolism Reprogramming and Tumor Autophagy.,"The functional status of innate immune cells is a considerable determinant of effective antitumor immune response. However, the triple-negative breast cancer tumor microenvironment with high lactic acid metabolism and high antioxidant levels limits immune cell survival, differentiation, and function. Here, we determine that the tumor microenvironment-responsive nano-ultrasonic contrast agent Pt(IV)/CQ/PFH NPs-DPPA-1 boosts the ratio of mature dendritic cells (mDCs) and proinflammatory macrophages by reprogramming the metabolism of immature DCs (iDCs) and tumor-associated macrophages (TAMs). Specifically, platinum(IV) in cancer cells or iDCs was reduced to cisplatin, which can increase the intracellular content of ROS and therefore enhance the ratio of mDCs and apoptotic tumor cells. Meanwhile, chloroquine (CQ) released from nanoparticles (NPs) minimizes protective autophagy caused by cisplatin in tumor cells and reprograms the metabolism of TAMs to enhance the proportion of proinflammatory macrophages, achieving a superior synergistic effect of chemoimmunotherapy combined with Pt(IV) and anti-PD-L1 peptide (DPPA-1). Furthermore, perfluorohexane (PFH) in NPs realizes monitoring treatment corresponding to ultrasound. Collectively, the nano-ultrasonic contrast agent supports a candidate for monitoring treatment and augmenting antitumor chemoimmunotherapy by suppressing tumor cell autophagy and reprogramming immunocyte metabolism.",ACS nano,2022,downloaded,10.1021/acsnano.2c00462.s001
35119818,Extended π-Conjugative Carbon Nitride for Single 1064 nm Laser-Activated Photodynamic/Photothermal Synergistic Therapy and Photoacoustic Imaging.,"The synergetic photodynamic/photothermal therapy, activated via a single-second near-infrared (NIR-II) laser and guided by photoacoustic imaging (PAI), receives significant attention for precise in vivo therapy. However, due to the lack of a corresponding theranostic agent, it faces a great challenge for practical clinical implementation. Here, we present a single diagnostic and therapeutic nanoplatform named carbon nitride nanoparticles (CN-NPs) for efficient NIR-II PAI-guided photodynamic therapy (PDT)/photothermal therapy (PTT). The CN-NPs were obtained by incorporating an aromatic compound (PTCDA) with a large π-structure into melem by high-temperature polymerization. The absorption of the obtained CN-NPs was significantly enhanced compared with pristine melem. Under 1064 nm laser illumination, sufficient reactive oxygen species (ROS) generated by CN-NPs could reduce the mitochondrial membrane potential. Moreover, the CN-NPs exhibited an efficient PTT effect through improved photothermal stability and high photo-to-heat conversion efficiency (47.6%). We were also able to monitor the accumulation and metabolism of CN-NPs in vivo of mice in real time using PAI. The in vivo experiments proved that the CN-NPs could inhibit tumor growth and recurrence completely under 1064 nm. Thus, the proposed innovative strategy would open a new avenue to explore and construct NIR-II responsive nanoplatforms with enhanced performance and safety for multimodal phototheranostics.",ACS applied materials & interfaces,2022,downloaded,10.1021/acsami.1c22481.s001
35061388,Ultrasmall Magneto-chiral Cobalt Hydroxide Nanoparticles Enable Dynamic Detection of Reactive Oxygen Species in Vivo.,"Biological application of chiral nanoparticles (NPs) has aroused enormous levels of attention over recent years. Here, we synthesized magneto-chiral cobalt hydroxide (Co(OH)2) NPs that exhibited strong chiroptical and unique magnetic properties and applied these NPs to detect and monitor reactive oxygen species (ROS) in living cells and in vivo. Circular dichroism (CD) and magnetic resonance imaging (MRI) signals of the magneto-chiral Co(OH)2 NPs exhibited a wide intracellular ROS detection range from 0.673 to 612.971 pmol/106 cells with corresponding limits of detection (LOD) at 0.087 and 0.179 pmol/106 cells, far below that of currently available probes; the LOD for d-aspartic acid coated Co(OH)2 NPs (d-Co(OH)2 NPs) was 5.7 times lower than that for l-aspartic acid coated Co(OH)2 NPs (l-Co(OH)2 NPs) based on the CD signals. In addition, d-Co(OH)2 NPs also exhibited dynamic ROS monitoring ability. The high levels of selectivity and sensitivity to ROS in complex biological environments can be attributed to the Co2+ oxidation reaction on the surface of the NPs. Furthermore, magneto-chiral Co(OH)2 NPs were able to quantify the levels of ROS in living mice by fluorescence and MRI signals. Collectively, these results reveal that magneto-chiral Co(OH)2 NPs exhibit a remarkable ability to quantify ROS levels in living organisms, and could therefore provide new tools for exploring chiral nanomaterials as a potential biosensor to investigate biological events.",Journal of the American Chemical Society,2022,downloaded,10.1021/jacs.1c09986.s001
35005898,Efficient Magnetic Nanocatalyst-Induced Chemo- and Ferroptosis Synergistic Cancer Therapy in Combination with T1-T2 Dual-Mode Magnetic Resonance Imaging Through Doxorubicin Delivery.,"Excessive iron ions in cancer cells can catalyze H2O2 into highly toxic •OH and then promote the generation of reactive oxygen species (ROS), inducing cancer ferroptosis. However, the efficacy of the ferroptosis catalyst is still insufficient because of low Fe(II) release, which severely limited its application in clinic. Herein, we developed a novel magnetic nanocatalyst for MRI-guided chemo- and ferroptosis synergistic cancer therapies through iRGD-PEG-ss-PEG-modified gadolinium engineering magnetic iron oxide-loaded Dox (ipGdIO-Dox). The introduction of the gadolinium compound disturbed the structure of ipGdIO-Dox, making the magnetic nanocatalyst be more sensitive to weak acid. When ipGdIO-Dox entered into cancer cells, abundant Fe(II) ions were released and then catalyzed H2O2 into highly toxic OH•, which would elevate cellular oxidative stress to damage mitochondria and cell membranes and induce cancer ferroptosis. In addition, the iRGD-PEG-ss-PEG chain coated onto the nanoplatform was also broken by high expression of GSH, and then, the Dox was released. This process not only effectively inhibited DNA replication but also further activated cellular ROS, making the nanoplatform achieve stronger anticancer ability. Besides, the systemic delivery of ipGdIO-Dox significantly enhanced the T1- and T2-weighted MRI signal of the tumor, endowing accurate diagnostic capability for tumor recognition. Therefore, ipGdIO-Dox might be a promising candidate for developing an MRI-guided chemo- and ferroptosis synergistic theranostic system.",ACS applied materials & interfaces,2022,downloaded,10.21203/rs.3.rs-810122/v1
34985483,Biomineralization-inspired synthesis of amorphous manganese phosphates for GLUT5-targeted drug-free catalytic therapy of osteosarcoma.,"Osteosarcoma, occurring most frequently in children, teens, and young adults, is a lethal bone cancer with a high incidence of distant metastases and drug resistance. Developing a therapeutic platform that integrates targeting, curing and imaging is highly desirable for enhanced osteosarcoma therapy, yet quite challenging. In this work, we demonstrate a novel biomineralization-inspired strategy for the synthesis of a fructose incorporated manganese phosphate (Fru-MnP) nanoplatform for tumour targeting, drug-free therapy, and MRI imaging. Benefitting from the glucose transporter 5 (GLUT5)-mediated endocytosis, our Fru-MnP nanoplatform produces a high level of reactive oxygen species (ROS) via the Mn2+-driven Fenton reaction within osteosarcoma cells, leading to efficient cancer cell killing due to caspase-mediated apoptosis. By virtue of the T1 signal enhancement of Mn2+, our Fru-MnP nanoplatform also acts as an effective tumour-specific MRI contrast agent, realizing the MRI-monitored chemodynamic therapy. The proposed synergistic therapeutic platform opens new possibilities for high efficacy therapy for osteosarcoma.",Nanoscale,2022,not_downloaded,10.1039/d1nr06220d
34982524,Ultrasound-Enhanced Reactive Oxygen Species Responsive Charge-Reversal Polymeric Nanocarriers for Efficient Pancreatic Cancer Gene Delivery.,"Inefficient intracellular gene release and transfection limit nonviral gene delivery applications in cancer therapy. Reactive oxygen species (ROS) responsive nonviral gene delivery is the most widely explored strategy for such applications, yet the development of fast and safe ROS responsive nanocarriers proves to be a challenge because of the intracellular chemical equilibrium of high ROS and glutathione levels. Here, we report an ultrasound-enhanced ROS responsive charge-reversal polymeric nanocarrier (BTIL) for fast and efficient pancreatic cancer gene delivery. The BTIL is composed of B-PDEAEA/DNA polyplex-based cores and IR780-loaded liposome coatings. The IR780 is able to produce an excess of ROS under low intensity ultrasound irradiation, thus disequilibrating the chemical equilibrium of ROS and glutathione, and promoting the ROS-responsive positive-to-negative charge-reversal of the B-PDEAEA polymer. This charge conversion results in fast polyplex dissociation and intracellular gene release, inducing efficient gene transfection and cancer cell apoptosis. Moreover, following the intravenous administration, BTIL maintains a stable and long circulation in the bloodstream, achieves orthotopic pancreatic ductal adenocarcinoma distribution, and exhibits potent antitumor activity with negligible side effects. Our results reveal the proposed strategy to be both promising and universal for the development of fast and safe ROS responsive nonviral gene delivery in cancer therapy.",ACS applied materials & interfaces,2022,downloaded,10.1021/acsami.1c20030
34935343,Dual-Responsive and ROS-Augmented Nanoplatform for Chemo/Photodynamic/Chemodynamic Combination Therapy of Triple Negative Breast Cancer.,"Integrating chemodynamic therapy (CDT) and photodynamic therapy (PDT) into one nanoplatform can produce much more reactive oxygen species (ROS) for tumor therapy. Nevertheless, it is still a great challenge to selectively generate sufficient ROS in tumor regions. Meanwhile, CDT and PDT are restricted by insufficient H2O2 content in the tumor as well as by the limited tumor tissue penetration of the light source. In this study, a smart pH/ROS-responsive nanoplatform, Fe2+@UCM-BBD, is rationally designed for tumor combination therapy. The acidic microenvironment can induce the pH-responsive release of doxorubicin (DOX), which can induce tumor apoptosis through DNA damage. Beyond that, DOX can promote the production of H2O2, providing sufficient materials for CDT. Of note, upconversion nanoparticles at the core can convert the 980 nm light to red and green light, which are used to activate Ce6 to produce singlet oxygen (1O2) and achieve upconversion luminescence imaging, respectively. Then, the ROS-responsive linker bis-(alkylthio)alkene is cleaved by 1O2, resulting in the release of Fenton reagent (Fe2+) to realize CDT. Taken together, Fe2+@UCM-BBD exhibits on-demand therapeutic reagent release capability, excellent biocompatibility, and remarkable tumor inhibition ability via synergistic chemo/photodynamic/chemodynamic combination therapy.",ACS applied materials & interfaces,2022,downloaded,10.1021/acsami.1c14135
34928122,Nanotransferrin-Based Programmable Catalysis Mediates Three-Pronged Induction of Oxidative Stress to Enhance Cancer Immunotherapy.,"Current oxidative stress amplifying strategies for immunogenic cell death (ICD) promotion are mainly restricted to immune tolerance induced by adaptive cellular antioxidation, limited tumor-selectivity, and tumoral immunosuppression. Herein, a facile and efficient scenario of genetically engineering transferrin-expressing cell membrane nanovesicle encapsulated IR820-dihydroartemisinin nanomedicine (Tf@IR820-DHA) was developed to boost a-PD-L1-mediated immune checkpoint blocking (ICB) via synergetic triple stimuli-activated oxidative stress-associated ICD. We demonstrate that the engineered transferrin of Tf@IR820-DHA has excellent tumor targeting and Fe(III)-loading properties and thus delivered Fe(III) and IR820-DHA nanoparticles (NPs) to the lesion location effectively. We found that the self-carrying Fe(III)-mediated programmable catalysis of DHA and glutathione (GSH) depletion generated plenty of reactive oxygen species (ROS). Moreover, DHA also acted as an immunomodulator to decrease the number of T regulatory cells, thereby remodeling the tumor immune microenvironment and achieving double T cell activation. Furthermore, the IR820 molecule served as a competent sonosensitizer to produce ROS under ultrasound activation and guide precise immunotherapy via fluorescent/photoacoustic (FL/PA) imaging. Through its three-pronged delivery of stimuli-activated oxidative stress (DHA-induced chemodynamic therapy, catalysis-conferred GSH depletion, and IR820-mediated sonodynamic therapy), Tf@IR820-DHA caused high levels of targeted ICD. This significantly increased the proportions of IFN-γ-secreting T cells (CD4+ T and CD8+ T) and enhanced a-PD-L1-mediated ICB against primary and distant tumors, which represents a promising approach for cancer nanoimmunotherapy.",ACS nano,2022,downloaded,10.1021/acsnano.1c08619.s001
34910856,Oxygen-Deficient BiOCl Combined with L-Buthionine-Sulfoximine Synergistically Suppresses Tumor Growth through Enhanced Singlet Oxygen Generation under Ultrasound Irradiation.,"Excess generation of reactive oxygen species (ROS) based on sensitizers under ultrasound (US) excitation can cause the death of tumor cells via oxidative damage, but sonosensitizers are largely unexplored. Herein, oxygen-deficient black BiOCl (B-BiOCl) nanoplates (NPs) are reported, with post-treatment on conventional BiOCl by simple UV excitation, showing stronger singlet oxygen (1 O2 ) generation than commercial TiO2 nanoparticles and their derivatives under US irradiation. Moreover, L-buthionine-sulfoximine (BSO), a GSH biosynthesis inhibitor, is incorporated into B-BiOCl NPs. The authors find that BSO can be released owing to the degradation of B-BiOCl NPs in the presence of acid and GSH, which are overexpressed in tumors. The results show that BSO/B-BiOCl-PEG NPs have a multifunctional synergistic effect on improving ROS production. In particular, BiOCl has remarkable near-infrared light absorption after UV treatment and is good for photoacoustic imaging that can guide subsequent sonodynamic therapy. This work shows that just with a simple oxygen deficiency treatment, strong 1 O2 generation can be provided to a conventional material under US irradiation and, interestingly, this effect can be amplified by using a small inhibitor BSO, and this is clearly demonstrated in cell and mice experiments.","Small (Weinheim an der Bergstrasse, Germany)",2022,downloaded,10.1002/smll.202104550
34898184,Complementing Cancer Photodynamic Therapy with Ferroptosis through Iron Oxide Loaded Porphyrin-Grafted Lipid Nanoparticles.,"Nanomaterials that combine multimodality imaging and therapeutic functions within a single nanoplatform have drawn extensive attention for molecular medicines and biological applications. Herein, we report a theranostic nanoplatform based on a relatively smaller (<20 nm) iron oxide loaded porphyrin-grafted lipid nanoparticles (Fe3O4@PGL NPs). The amphiphilic PGL easily self-assembled on the hydrophobic exterior surface of ultrasmall Fe3O4 NPs, resulting in a final ultrasmall Fe3O4@PGL NPs with diameter of ∼10 nm. The excellent self-assembling nature of the as-synthesized PGL NPs facilitated a higher loading of porphyrins, showed a negligible dark toxicity, and demonstrated an excellent photodynamic effect against HT-29 cancer cells in vitro. The in vivo experimental results further confirmed that Fe3O4@PGL NPs were ideally qualified for both the fluorescence and magnetic resonance (MR) imaging guided nanoplatforms to track the biodistribution and therapeutic responses of NPs as well as to simultaneously trigger the generation of highly cytotoxic reactive oxygen species (ROS) necessary for excellent photodynamic therapy (PDT). After recording convincing therapeutic responses, we further evaluated the ability of Fe3O4@PGL NPs/Fe3O4@Lipid NPs for ferroptosis therapy (FT) via tumor microenvironment (TME) modulation for improved anticancer activity. We hypothesized that tumor-associated macrophages (TAMs) could significantly improve the efficacy of FT by accelerating the Fenton reaction in vitro. In our results, the Fe ions released in vitro directly contributed to the Fenton reaction, whereas the presence of RAW 264.7 macrophages further accelerated the ROS generation as observed by the fluorescence imaging. The significant increase in the ROS during the coincubation of NPs, endocytosed by HT-29 cells and RAW264.7 cells, further induced increased cellular toxicity of cancer cells.",ACS nano,2021,downloaded,10.1021/acsnano.1c08108.s001
34787379,Photosynthetic Oxygenation-Augmented Sonodynamic Nanotherapy of Hypoxic Tumors.,"Reactive oxygen species (ROS) has been employed as a powerful therapeutic agent for eradicating tumor via oxidative stress. As an emerging ROS-involving noninvasive anticancer therapeutic modality, sonodynamic therapy (SDT) with high tissue penetration depth and benign remote spatiotemporal selectivity has been progressively utilized as the distinct alternative for ROS-based tumor treatment. However, the hypoxic tumor microenvironment substantially restricts the sonodynamic effect. In this work, an oxygen self-sufficient hybrid sonosensitizer on the basis of photosynthetic microorganisms cyanobacteria (Cyan) integrated with ultrasmall oxygen-deficient bimetallic oxide Mn1.4 WOx nanosonosensitizers, termed as M@C, is designed and engineered to overcome the critical issue of hypoxia-induced tumor resistance and strengthen the SDT effect. The sustained photosynthetic oxygen production by Cyan under light illumination can promote Mn1.4 WOx nanosonosensitizers to produce more ROS against cancer cells both in vitro and in vivo under ultrasound (US) irradiation. Especially, the sustained oxygen evolution for suppressing the gene expression of hypoxia-inducible factor 1alpha (HIF-1α) further boosts and augments the SDT efficiency. Thus, this work provides the paradigm that the rationally engineered biohybrid microorganism-based multifunctional sonosensitizers can serve as an effective bioplatform for augmenting the therapeutic efficiency of SDT, particularly for the treatment of hypoxic tumors.",Advanced healthcare materials,2022,downloaded,10.1002/adhm.202102135
34601197,Versatile metal-phenolic network nanoparticles for multitargeted combination therapy and magnetic resonance tracing in glioblastoma.,"Glioblastoma multiforme (GBM) is a common malignancy of the central nervous system, but conventional treatments yield unsatisfactory results. Although innovative therapeutic approaches have been developed, they prolong survival by only approximately 5 months. The heterogeneity of GBM renders growth inhibition with a single drug difficult, and exploring combination approaches with multiple targets for the comprehensive treatment of GBM is expected to overcome this limitation. In this study, we designed a biocompatible cRGD/Pt + DOX@GFNPs (RPDGs) nanoformulation to disrupt redox homeostasis in GBM cells and promote the simultaneous occurrence of efficient apoptosis and ferroptosis. Taking advantage of the highly stable Fenton reaction catalytic activity of gallic acid (GA)/Fe2+ nanoparticles in physiological environments, the ability of Pt (IV) to deplete glutathione (GSH) and increase reactive oxygen species (ROS) levels, and the efficient photothermal conversion efficiency of GA/Fe2+ nanoparticles, our synthesized multifunctional and multitargeted RPDGs significantly increased intracellular ROS levels and thus induced ferroptosis. Furthermore, the RPDGs displayed superior photothermal responsiveness and magnetic resonance imaging (MRI) capabilities. These results indicate that RPDGs can not only directly inhibit the growth of tumors but also effectively improve the efficient translocation of conventional chemotherapeutic drugs across the blood-brain barrier, thereby providing a new approach for the comprehensive treatment of GBM.",Biomaterials,2021,downloaded,10.1016/j.biomaterials.2021.121163
34536041,Sono-Controllable and ROS-Sensitive CRISPR-Cas9 Genome Editing for Augmented/Synergistic Ultrasound Tumor Nanotherapy.,"The potential of the cluster regularly interspaced short palindromic repeat (CRISPR)-associated protein 9 (Cas9)-based therapeutic genome editing is severely hampered by the difficulties in precise regulation of the in vivo activity of the CRISPR-Cas9 system. Herein, sono-controllable and reactive oxygen species (ROS)-sensitive sonosensitizer-integrated metal-organic frameworks (MOFs), denoted as P/M@CasMTH1, are developed for augmented sonodynamic therapy (SDT) efficacy using the genome-editing technology. P/M@CasMTH1 nanoparticles comprise singlet oxygen (1 O2 )-generating MOF structures anchored with CRISPR-Cas9 systems via 1 O2 -cleavable linkers, which serve not only as a delivery vector of CRISPR-Cas9 targeting MTH1, but also as a sonoregulator to spatiotemporally activate the genome editing. P/M@CasMTH1 escapes from the lysosomes, harvests the ultrasound (US) energy and converts it into abundant 1 O2 to induce SDT. The generated ROS subsequently trigger cleavage of ROS-responsive thioether bonds, thus inducing controllable release of the CRISPR-Cas9 system and initiation of genome editing. The genomic disruption of MTH1 conspicuously augments the therapeutic efficacy of SDT by destroying the self-defense system in tumor cells, thereby causing cellular apoptosis and tumor suppression. This therapeutic strategy for synergistic MTH1 disruption and abundant 1 O2 generation provides a paradigm for augmenting SDT efficacy based on the emerging nanomedicine-enabled genome-editing technology.","Advanced materials (Deerfield Beach, Fla.)",2021,downloaded,10.1002/adma.202104641
34533945,W-Doped TiO2 Nanorods for Multimode Tumor Eradication in Osteosarcoma Models under Single Ultrasound Irradiation.,"Sonosensitizers play crucial roles in the controlled production of reactive oxygen species (ROS) under ultrasound (US) irradiation with high tissue-penetration depth for noninvasive solid tumor therapy. It is desirable to fabricate structurally simple yet multifunctional sonosensitizers from ultrafine nanoparticles for ROS-based multimode therapy to overcome monomode limitations such as low ROS production yields and endogenous reductive glutathione (GSH) to ROS-based treatment resistance. We report the facile high-temperature solution synthesis of ultrafine W-doped TiO2 (W-TiO2) nanorods for exploration of their sonodynamic, chemodynamic, and GSH-depleting activities in sonodynamic-chemodynamic combination tumor therapy. We found that W5+ and W6+ ions doped in W-TiO2 nanorods play multiple roles in enhancing their ROS production. First, W doping narrows the band gap from 3.2 to 2.3 eV and introduces oxygen and Ti vacancies for enhancing their sonodynamic performance. Second, W5+ doping endows W-TiO2 nanorods with Fenton-like reaction activity to produce •OH from endogenous H2O2 in the tumor. Third, W6+ ions reduce endogenous GSH to glutathione disulfide (GSSG) and, in turn, form W5+ ions that further enhance their chemodynamic activity, which greatly modifies thae oxidation-reduction tumor microenvironment in the tumor. In vivo experiments display the excellent ability of W-TiO2 nanorods for enhanced tumor eradication in human osteosarcoma models under single US irradiation. Importantly, the ultrafine nanorod morphology facilitates rapid excretion from the body, displaying no significant systemic toxicity. Our work suggests that multivalent metal doping in ultrafine nanomaterials is an effective and simple strategy for the introduction of new functions for ROS-based multimode therapy.",ACS applied materials & interfaces,2021,downloaded,10.1021/acsami.1c14701.s001
